IP地址,端口,回源端口,TLS,数据中心,地区,国家,城市,TCP延迟(ms),速度(MB/s)
34.69.150.180,443,443,true,ORD,North America,US,Chicago,384,9.12
34.142.31.109,443,443,true,LHR,Europe,GB,London,336,9.05
34.70.91.86,443,443,true,ORD,North America,US,Chicago,392,8.88
34.69.150.180,443,443,true,ORD,North America,US,Chicago,318,8.79
34.70.91.86,443,443,true,ORD,North America,US,Chicago,338,8.74
34.105.140.105,443,443,true,LHR,Europe,GB,London,280,8.70
34.69.150.180,443,443,true,ORD,North America,US,Chicago,336,8.62
34.55.194.208,443,443,true,ORD,North America,US,Chicago,421,8.61
34.70.91.86,443,443,true,ORD,North America,US,Chicago,279,8.60
35.202.158.120,443,443,true,ORD,North America,US,Chicago,278,8.58
34.55.194.208,443,443,true,ORD,North America,US,Chicago,275,8.57
34.105.140.105,443,443,true,LHR,Europe,GB,London,392,8.51
34.69.150.180,443,443,true,ORD,North America,US,Chicago,257,8.39
35.197.239.137,443,443,true,LHR,Europe,GB,London,288,7.99
35.204.231.100,443,443,true,AMS,Europe,NL,Amsterdam,348,7.41
35.196.72.166,443,443,true,ATL,North America,US,Atlanta,358,7.40
35.190.152.145,443,443,true,ATL,North America,US,Atlanta,430,7.35
34.175.202.195,443,443,true,MAD,Europe,ES,Madrid,364,6.70
35.228.36.82,443,443,true,ARN,Europe,SE,Stockholm,423,6.20
34.89.30.78,443,443,true,LHR,Europe,GB,London,169,6.14
34.105.130.188,443,443,true,LHR,Europe,GB,London,306,5.85
35.200.238.235,443,443,true,BOM,Asia Pacific,IN,Mumbai,416,5.45
35.189.113.240,443,443,true,LHR,Europe,GB,London,221,5.44
34.105.140.105,443,443,true,LHR,Europe,GB,London,323,5.44
34.123.83.237,443,443,true,ORD,North America,US,Chicago,401,5.00
34.105.189.25,443,443,true,LHR,Europe,GB,London,268,3.44
34.49.199.30,80,80,false,SIN,Asia Pacific,SG,Singapore,183,0.00
35.187.229.127,80,8080,false,SIN,Asia Pacific,SG,Singapore,6,0.00
34.92.85.233,2052,2052,false,HKG,Asia Pacific,HK,Hong Kong,47,0.00
34.92.85.233,2052,2052,false,HKG,Asia Pacific,HK,Hong Kong,54,0.00
34.93.226.165,80,80,false,BOM,Asia Pacific,IN,Mumbai,78,0.00
35.200.202.118,80,80,false,BOM,Asia Pacific,IN,Mumbai,80,0.00
34.93.79.152,80,80,false,BOM,Asia Pacific,IN,Mumbai,92,0.00
34.111.135.19,80,80,false,SIN,Asia Pacific,SG,Singapore,99,0.00
35.200.202.118,80,80,false,BOM,Asia Pacific,IN,Mumbai,114,0.00
34.93.226.165,80,80,false,BOM,Asia Pacific,IN,Mumbai,129,0.00
34.92.85.233,2052,2052,false,HKG,Asia Pacific,HK,Hong Kong,140,0.00
34.117.236.246,80,80,false,SIN,Asia Pacific,SG,Singapore,141,0.00
