IP地址,端口,回源端口,TLS,数据中心,地区,国家,城市,TCP延迟(ms),速度(MB/s)
158.180.20.17,443,443,true,FRA,Europe,DE,Frankfurt,340,5.63
140.238.58.181,2053,443,true,NRT,Asia Pacific,JP,Tokyo,293,5.62
158.180.16.179,443,443,true,FRA,Europe,DE,Frankfurt,266,5.62
79.72.70.39,443,443,true,FRA,Europe,DE,Frankfurt,245,5.60
131.186.30.44,2053,443,true,ICN,Asia Pacific,KR,Seoul,431,5.60
129.151.198.3,2053,443,true,ARN,Europe,SE,Stockholm,427,5.55
193.123.36.192,443,443,true,FRA,Europe,DE,Frankfurt,282,5.54
158.178.152.115,443,443,true,FRA,Europe,DE,Frankfurt,266,5.54
131.186.25.156,2087,2096,true,ICN,Asia Pacific,KR,Seoul,207,5.51
131.186.19.112,2083,2083,true,ICN,Asia Pacific,KR,Seoul,185,5.50
130.162.54.214,443,443,true,FRA,Europe,DE,Frankfurt,337,5.50
129.151.198.3,8443,443,true,ARN,Europe,SE,Stockholm,339,5.48
168.138.215.251,443,443,true,NRT,Asia Pacific,JP,Tokyo,239,5.45
144.24.173.142,443,443,true,FRA,Europe,DE,Frankfurt,363,5.42
141.147.68.208,443,443,true,FRA,Europe,DE,Frankfurt,299,5.41
141.144.206.175,443,443,true,FRA,Europe,DE,Frankfurt,263,5.39
89.168.43.28,443,443,true,CDG,Europe,FR,Paris,256,5.36
152.67.152.141,443,443,true,FRA,Europe,DE,Frankfurt,309,5.33
158.180.48.112,443,443,true,FRA,Europe,DE,Frankfurt,302,5.31
144.24.73.232,443,443,true,ICN,Asia Pacific,KR,Seoul,281,5.31
141.148.244.45,443,443,true,FRA,Europe,DE,Frankfurt,303,5.28
141.148.235.145,443,443,true,FRA,Europe,DE,Frankfurt,203,5.27
141.144.193.178,443,443,true,FRA,Europe,DE,Frankfurt,240,5.27
89.168.67.94,443,443,true,FRA,Europe,DE,Frankfurt,305,5.25
138.2.191.72,443,443,true,FRA,Europe,DE,Frankfurt,342,5.25
143.47.229.185,443,443,true,FRA,Europe,DE,Frankfurt,195,5.24
158.101.222.105,443,443,true,FRA,Europe,DE,Frankfurt,317,5.22
129.154.46.115,443,443,true,HYD,Asia Pacific,IN,Hyderabad,66,5.19
158.178.151.250,443,443,true,FRA,Europe,DE,Frankfurt,316,5.18
193.123.176.18,443,443,true,FRA,Europe,DE,Frankfurt,386,5.17
130.162.58.84,443,443,true,FRA,Europe,DE,Frankfurt,231,5.17
141.147.80.84,443,443,true,FRA,Europe,DE,Frankfurt,267,5.16
84.235.161.24,443,443,true,FRA,Europe,DE,Frankfurt,305,5.15
138.3.215.28,443,443,true,SJC,North America,US,San Jose,289,5.14
217.142.243.226,443,443,true,KIX,Asia Pacific,JP,Osaka,200,5.13
152.70.58.184,443,443,true,FRA,Europe,DE,Frankfurt,192,5.12
193.122.117.159,443,443,true,ICN,Asia Pacific,KR,Seoul,141,5.09
143.47.240.248,443,443,true,FRA,Europe,DE,Frankfurt,339,5.08
158.178.149.61,443,443,true,FRA,Europe,DE,Frankfurt,291,5.07
144.21.62.52,443,443,true,FRA,Europe,DE,Frankfurt,276,5.05
129.146.59.212,8443,443,true,LAX,North America,US,Los Angeles,235,5.04
152.70.22.70,443,443,true,FRA,Europe,DE,Frankfurt,278,5.04
158.101.201.75,443,443,true,FRA,Europe,DE,Frankfurt,248,5.03
89.168.114.120,443,443,true,FRA,Europe,DE,Frankfurt,255,4.98
141.147.114.64,443,443,true,FRA,Europe,DE,Frankfurt,289,4.97
79.72.83.153,443,443,true,FRA,Europe,DE,Frankfurt,311,4.94
89.168.80.39,443,443,true,FRA,Europe,DE,Frankfurt,273,4.90
158.180.65.145,443,443,true,ICN,Asia Pacific,KR,Seoul,182,4.88
131.186.17.132,443,443,true,ICN,Asia Pacific,KR,Seoul,242,4.88
193.122.58.158,443,443,true,FRA,Europe,DE,Frankfurt,294,4.88
130.162.182.135,443,443,true,FRA,Europe,DE,Frankfurt,337,4.87
140.238.23.148,443,443,true,ICN,Asia Pacific,KR,Seoul,254,4.86
141.147.114.105,443,443,true,FRA,Europe,DE,Frankfurt,286,4.81
143.47.239.242,443,443,true,FRA,Europe,DE,Frankfurt,347,4.80
89.168.116.52,443,443,true,FRA,Europe,DE,Frankfurt,298,4.78
158.178.153.5,443,443,true,FRA,Europe,DE,Frankfurt,186,4.78
141.147.85.167,8443,443,true,LHR,Europe,GB,London,371,4.76
144.21.58.25,443,443,true,FRA,Europe,DE,Frankfurt,239,4.75
89.168.110.3,443,443,true,FRA,Europe,DE,Frankfurt,298,4.74
132.226.200.66,443,443,true,FRA,Europe,DE,Frankfurt,304,4.74
143.47.181.101,443,443,true,FRA,Europe,DE,Frankfurt,306,4.72
130.162.47.28,443,443,true,FRA,Europe,DE,Frankfurt,269,4.71
143.47.190.64,443,443,true,FRA,Europe,DE,Frankfurt,239,4.70
84.235.162.191,443,443,true,FRA,Europe,DE,Frankfurt,193,4.70
192.9.180.162,443,443,true,SYD,Oceania,AU,Sydney,211,4.69
129.151.148.35,443,443,true,DXB,Middle East,AE,Dubai,188,4.67
168.138.165.174,443,443,true,SIN,Asia Pacific,SG,Singapore,172,4.66
143.47.236.29,443,443,true,FRA,Europe,DE,Frankfurt,204,4.61
141.144.196.83,443,443,true,FRA,Europe,DE,Frankfurt,268,4.60
79.72.77.30,443,443,true,FRA,Europe,DE,Frankfurt,287,4.60
141.147.65.151,443,443,true,FRA,Europe,DE,Frankfurt,262,4.58
158.180.24.253,443,443,true,FRA,Europe,DE,Frankfurt,261,4.58
130.162.241.98,443,443,true,FRA,Europe,DE,Frankfurt,222,4.54
155.248.196.123,443,443,true,YVR,North America,CA,Vancouver,409,4.50
150.136.240.243,443,443,true,IAD,North America,US,Ashburn,300,4.49
129.154.59.99,443,443,true,ICN,Asia Pacific,KR,Seoul,185,4.49
129.159.132.0,8443,443,true,TLV,Middle East,IL,Tel Aviv,316,4.48
143.47.182.8,443,443,true,FRA,Europe,DE,Frankfurt,326,4.48
89.168.100.128,443,443,true,FRA,Europe,DE,Frankfurt,251,4.48
193.122.110.220,443,443,true,LAX,North America,US,Los Angeles,380,4.46
130.162.183.234,443,443,true,FRA,Europe,DE,Frankfurt,274,4.45
129.159.34.122,443,443,true,SJC,North America,US,San Jose,262,4.42
158.101.209.178,443,443,true,FRA,Europe,DE,Frankfurt,306,4.42
144.24.20.92,8443,443,true,LAX,North America,US,Los Angeles,227,4.42
130.162.188.71,443,443,true,FRA,Europe,DE,Frankfurt,241,4.41
193.123.38.212,443,443,true,FRA,Europe,DE,Frankfurt,317,4.39
217.142.147.88,443,443,true,ICN,Asia Pacific,KR,Seoul,198,4.37
79.76.111.107,443,443,true,FRA,Europe,DE,Frankfurt,305,4.36
143.47.188.197,443,443,true,FRA,Europe,DE,Frankfurt,219,4.36
150.230.146.170,2053,443,true,FRA,Europe,DE,Frankfurt,375,4.36
84.235.173.240,443,443,true,FRA,Europe,DE,Frankfurt,265,4.34
132.226.210.122,443,443,true,FRA,Europe,DE,Frankfurt,286,4.33
158.101.222.190,443,443,true,FRA,Europe,DE,Frankfurt,343,4.30
144.21.33.160,443,443,true,FRA,Europe,DE,Frankfurt,203,4.26
143.47.184.59,443,443,true,FRA,Europe,DE,Frankfurt,264,4.25
146.56.101.141,443,443,true,ICN,Asia Pacific,KR,Seoul,114,4.25
144.21.50.207,443,443,true,FRA,Europe,DE,Frankfurt,354,4.24
89.168.121.231,443,443,true,FRA,Europe,DE,Frankfurt,290,4.22
130.162.180.34,443,443,true,FRA,Europe,DE,Frankfurt,216,4.15
89.168.121.211,443,443,true,FRA,Europe,DE,Frankfurt,320,4.15
158.178.145.111,443,443,true,FRA,Europe,DE,Frankfurt,341,4.14
132.226.134.237,443,443,true,FRA,Europe,DE,Frankfurt,332,4.14
152.70.57.182,443,443,true,AMS,Europe,NL,Amsterdam,291,4.13
168.138.209.31,443,443,true,NRT,Asia Pacific,JP,Tokyo,249,4.12
217.142.133.115,443,443,true,ICN,Asia Pacific,KR,Seoul,181,4.11
129.80.188.241,443,443,true,IAD,North America,US,Ashburn,378,4.09
143.47.232.5,443,443,true,FRA,Europe,DE,Frankfurt,233,4.09
129.146.254.39,443,443,true,LAX,North America,US,Los Angeles,224,4.08
89.168.73.129,443,443,true,FRA,Europe,DE,Frankfurt,226,4.07
151.145.39.237,443,443,true,YYZ,North America,CA,Toronto,408,4.06
132.226.192.86,443,443,true,FRA,Europe,DE,Frankfurt,288,4.05
193.123.59.52,443,443,true,FRA,Europe,DE,Frankfurt,326,4.02
141.147.117.181,443,443,true,FRA,Europe,DE,Frankfurt,287,4.01
144.21.39.165,443,443,true,FRA,Europe,DE,Frankfurt,274,4.01
193.123.35.84,443,443,true,FRA,Europe,DE,Frankfurt,297,4.00
152.69.171.12,443,443,true,SYD,Oceania,AU,Sydney,143,4.00
158.101.212.176,443,443,true,FRA,Europe,DE,Frankfurt,316,4.00
129.159.194.174,443,443,true,SJC,North America,US,San Jose,262,3.96
79.72.93.112,443,443,true,FRA,Europe,DE,Frankfurt,195,3.94
152.70.51.180,443,443,true,FRA,Europe,DE,Frankfurt,317,3.89
152.70.56.51,443,443,true,FRA,Europe,DE,Frankfurt,292,3.88
143.47.181.70,443,443,true,FRA,Europe,DE,Frankfurt,252,3.88
132.226.238.73,443,443,true,ICN,Asia Pacific,KR,Seoul,239,3.86
84.235.174.204,443,443,true,FRA,Europe,DE,Frankfurt,269,3.81
84.8.158.241,443,443,true,FRA,Europe,DE,Frankfurt,299,3.78
152.70.54.23,443,443,true,FRA,Europe,DE,Frankfurt,299,3.78
141.147.13.118,443,443,true,FRA,Europe,DE,Frankfurt,395,3.77
79.76.106.140,443,443,true,FRA,Europe,DE,Frankfurt,212,3.77
130.162.180.64,443,443,true,FRA,Europe,DE,Frankfurt,320,3.77
141.147.147.180,443,443,true,KIX,Asia Pacific,JP,Osaka,259,3.76
158.101.223.171,443,443,true,FRA,Europe,DE,Frankfurt,325,3.76
79.76.124.155,443,443,true,FRA,Europe,DE,Frankfurt,292,3.75
141.148.242.113,8443,443,true,AMS,Europe,NL,Amsterdam,378,3.74
138.2.168.164,443,443,true,FRA,Europe,DE,Frankfurt,372,3.73
89.168.17.228,443,443,true,MXP,Europe,IT,Milan,359,3.72
193.123.182.32,443,443,true,FRA,Europe,DE,Frankfurt,367,3.72
141.144.245.35,443,443,true,FRA,Europe,DE,Frankfurt,259,3.71
130.162.53.73,443,443,true,FRA,Europe,DE,Frankfurt,236,3.67
130.162.37.85,443,443,true,FRA,Europe,DE,Frankfurt,272,3.66
79.72.94.133,443,443,true,FRA,Europe,DE,Frankfurt,177,3.63
84.235.175.163,443,443,true,FRA,Europe,DE,Frankfurt,244,3.60
152.70.49.115,443,443,true,AMS,Europe,NL,Amsterdam,334,3.58
141.147.107.253,443,443,true,FRA,Europe,DE,Frankfurt,307,3.57
143.47.180.73,443,443,true,FRA,Europe,DE,Frankfurt,218,3.57
