IP地址,端口,回源端口,TLS,数据中心,地区,国家,城市,TCP延迟(ms),速度(MB/s)
34.90.238.89,443,443,true,AMS,Europe,NL,Amsterdam,373,7.46
34.22.142.117,443,443,true,CDG,Europe,FR,Paris,363,7.39
34.22.142.117,443,443,true,CDG,Europe,FR,Paris,329,7.39
34.66.72.229,443,443,true,ORD,North America,US,Chicago,311,7.17
34.66.72.229,443,443,true,ORD,North America,US,Chicago,445,7.01
34.88.56.88,443,443,true,FRA,Europe,DE,Frankfurt,345,6.50
35.228.36.82,443,443,true,ARN,Europe,SE,Stockholm,487,6.43
34.175.202.195,443,443,true,MAD,Europe,ES,Madrid,327,6.34
34.88.56.88,443,443,true,CDG,Europe,FR,Paris,251,6.31
34.88.56.88,443,443,true,DUS,Europe,DE,Düsseldorf,352,6.18
35.200.238.235,443,443,true,BOM,Asia Pacific,IN,Mumbai,365,6.04
34.105.140.105,443,443,true,LHR,Europe,GB,London,314,5.14
34.105.189.25,443,443,true,LHR,Europe,GB,London,326,4.98
34.105.233.161,443,443,true,LHR,Europe,GB,London,364,4.74
34.41.252.92,443,443,true,ORD,North America,US,Chicago,227,0.20
34.120.230.33,80,80,false,SIN,Asia Pacific,SG,Singapore,16,0.00
35.187.229.127,80,8080,false,SIN,Asia Pacific,SG,Singapore,34,0.00
34.93.79.152,80,80,false,BOM,Asia Pacific,IN,Mumbai,72,0.00
34.146.203.30,8080,80,false,NRT,Asia Pacific,JP,Tokyo,74,0.00
34.93.226.165,80,80,false,BOM,Asia Pacific,IN,Mumbai,75,0.00
35.200.202.118,80,80,false,BOM,Asia Pacific,IN,Mumbai,77,0.00
34.93.226.165,80,80,false,BOM,Asia Pacific,IN,Mumbai,78,0.00
34.93.226.165,80,80,false,BOM,Asia Pacific,IN,Mumbai,86,0.00
34.146.203.30,8080,80,false,NRT,Asia Pacific,JP,Tokyo,96,0.00
35.244.133.3,80,80,false,SIN,Asia Pacific,SG,Singapore,97,0.00
34.49.1.210,80,80,false,SIN,Asia Pacific,SG,Singapore,103,0.00
34.117.254.68,80,80,false,SIN,Asia Pacific,SG,Singapore,104,0.00
34.93.79.152,80,80,false,BOM,Asia Pacific,IN,Mumbai,106,0.00
34.49.82.120,80,80,false,SIN,Asia Pacific,SG,Singapore,113,0.00
34.93.79.152,80,80,false,BOM,Asia Pacific,IN,Mumbai,121,0.00
