IP地址,端口,回源端口,TLS,数据中心,地区,城市,TCP延迟(ms),速度(MB/s)
193.123.57.232,443,443,true,FRA,Europe,Frankfurt,360,8.18
144.21.36.199,443,443,true,FRA,Europe,Frankfurt,238,8.17
141.147.6.72,443,443,true,FRA,Europe,Frankfurt,455,8.16
141.147.79.192,443,443,true,FRA,Europe,Frankfurt,359,8.16
132.226.213.218,443,443,true,FRA,Europe,Frankfurt,251,8.14
132.145.54.84,2053,443,true,LHR,Europe,London,329,8.12
141.147.96.12,443,443,true,FRA,Europe,Frankfurt,482,8.11
79.72.91.200,443,443,true,FRA,Europe,Frankfurt,256,8.11
89.168.72.248,443,443,true,FRA,Europe,Frankfurt,362,8.10
144.21.53.18,443,443,true,FRA,Europe,Frankfurt,410,8.09
152.70.54.65,443,443,true,FRA,Europe,Frankfurt,429,8.08
141.148.239.47,443,443,true,FRA,Europe,Frankfurt,289,8.08
193.123.63.1,443,443,true,FRA,Europe,Frankfurt,309,8.06
130.162.210.204,443,443,true,FRA,Europe,Frankfurt,336,8.05
143.47.187.101,443,443,true,FRA,Europe,Frankfurt,318,8.03
141.147.14.202,443,443,true,FRA,Europe,Frankfurt,406,8.00
150.230.146.225,443,443,true,FRA,Europe,Frankfurt,421,7.99
141.147.33.155,443,443,true,FRA,Europe,Frankfurt,320,7.97
193.122.13.77,443,443,true,FRA,Europe,Frankfurt,169,7.95
164.152.26.70,2052,443,true,ORD,North America,Chicago,231,7.95
140.238.121.21,443,443,true,FRA,Europe,Frankfurt,380,7.94
141.147.33.91,443,443,true,FRA,Europe,Frankfurt,406,7.93
150.230.149.208,443,443,true,FRA,Europe,Frankfurt,363,7.91
143.47.244.144,443,443,true,FRA,Europe,Frankfurt,289,7.91
130.162.33.138,443,443,true,FRA,Europe,Frankfurt,293,7.90
158.180.12.201,443,443,true,FRA,Europe,Frankfurt,355,7.89
141.147.100.29,443,443,true,FRA,Europe,Frankfurt,379,7.88
144.21.41.31,443,443,true,FRA,Europe,Frankfurt,313,7.80
132.226.131.4,443,443,true,FRA,Europe,Frankfurt,309,7.78
130.162.186.73,443,443,true,FRA,Europe,Frankfurt,413,7.77
141.147.80.119,443,443,true,FRA,Europe,Frankfurt,356,7.76
141.147.112.198,443,443,true,FRA,Europe,Frankfurt,551,7.75
158.178.153.80,2096,443,true,AMS,Europe,Amsterdam,255,7.73
152.70.189.192,443,443,true,FRA,Europe,Frankfurt,259,7.70
130.162.180.134,443,443,true,FRA,Europe,Frankfurt,354,7.69
129.146.248.140,443,443,true,LAX,North America,Los Angeles,288,7.69
158.180.82.203,8443,443,true,ICN,Asia Pacific,Seoul,89,7.68
152.67.149.146,443,443,true,FRA,Europe,Frankfurt,425,7.64
164.152.26.70,2086,443,true,ORD,North America,Chicago,210,7.63
130.162.240.255,443,443,true,FRA,Europe,Frankfurt,363,7.63
144.24.243.207,443,443,true,MXP,Europe,Milan,325,7.62
141.144.245.92,443,443,true,FRA,Europe,Frankfurt,407,7.61
152.70.177.173,443,443,true,FRA,Europe,Frankfurt,228,7.60
141.147.67.50,443,443,true,FRA,Europe,Frankfurt,547,7.60
144.21.41.13,443,443,true,FRA,Europe,Frankfurt,347,7.58
141.147.11.249,443,443,true,FRA,Europe,Frankfurt,336,7.58
143.47.231.52,443,443,true,FRA,Europe,Frankfurt,236,7.57
150.230.123.63,443,443,true,FRA,Europe,Frankfurt,286,7.56
138.2.94.123,443,443,true,SIN,Asia Pacific,Singapore,236,7.51
158.178.146.207,443,443,true,FRA,Europe,Frankfurt,298,7.47
84.8.153.113,443,443,true,FRA,Europe,Frankfurt,500,7.47
130.162.181.155,443,443,true,FRA,Europe,Frankfurt,391,7.45
138.2.161.23,443,443,true,FRA,Europe,Frankfurt,197,7.43
130.162.188.232,443,443,true,FRA,Europe,Frankfurt,332,7.40
141.147.76.5,443,443,true,FRA,Europe,Frankfurt,317,7.40
