IP地址,端口,回源端口,TLS,数据中心,地区,城市,TCP延迟(ms),速度(MB/s)
35.199.0.170,443,443,true,IAD,North America,Ashburn,316,7.83
34.150.146.140,443,443,true,IAD,North America,Ashburn,478,7.77
34.150.234.12,443,443,true,IAD,North America,Ashburn,303,7.76
34.91.136.173,443,443,true,AMS,Europe,Amsterdam,477,7.72
34.150.146.140,443,443,true,IAD,North America,Ashburn,314,7.63
34.91.136.173,443,443,true,AMS,Europe,Amsterdam,378,7.63
34.90.238.89,443,443,true,AMS,Europe,Amsterdam,475,7.59
35.190.152.145,443,443,true,ATL,North America,Atlanta,345,7.55
34.22.142.117,443,443,true,CDG,Europe,Paris,381,7.53
34.91.136.173,443,443,true,AMS,Europe,Amsterdam,400,7.53
34.90.238.89,443,443,true,AMS,Europe,Amsterdam,359,7.44
34.90.238.89,443,443,true,AMS,Europe,Amsterdam,328,7.42
34.22.142.117,443,443,true,CDG,Europe,Paris,424,7.40
34.90.238.89,443,443,true,AMS,Europe,Amsterdam,339,7.40
34.175.202.195,443,443,true,MAD,Europe,Madrid,324,6.83
34.88.33.107,443,443,true,FRA,Europe,Frankfurt,396,6.34
34.88.33.107,443,443,true,FRA,Europe,Frankfurt,276,6.29
34.88.33.107,443,443,true,FRA,Europe,Frankfurt,355,6.25
35.228.36.82,443,443,true,ARN,Europe,Stockholm,366,6.15
35.189.99.124,443,443,true,LHR,Europe,London,476,5.74
34.105.189.25,443,443,true,LHR,Europe,London,324,5.72
34.147.231.33,443,443,true,LHR,Europe,London,437,5.46
34.105.233.161,443,443,true,LHR,Europe,London,300,3.83
35.200.238.235,443,443,true,BOM,Asia Pacific,Mumbai,302,0.65
34.105.49.234,80,80,false,SEA,North America,Seattle,156,0.00
34.82.76.253,80,80,false,SEA,North America,Seattle,197,0.00
34.49.199.30,80,80,false,SIN,Asia Pacific,Singapore,101,0.00
34.117.254.68,80,80,false,SIN,Asia Pacific,Singapore,72,0.00
35.187.229.127,80,8080,false,SIN,Asia Pacific,Singapore,75,0.00
34.93.79.152,80,80,false,BOM,Asia Pacific,Mumbai,97,0.00
34.120.230.33,80,80,false,SIN,Asia Pacific,Singapore,101,0.00
34.93.226.165,80,80,false,BOM,Asia Pacific,Mumbai,107,0.00
34.93.226.165,80,80,false,BOM,Asia Pacific,Mumbai,112,0.00
34.142.133.116,443,80,false,SIN,Asia Pacific,Singapore,115,0.00
34.142.133.116,80,80,false,SIN,Asia Pacific,Singapore,135,0.00
35.200.202.118,80,80,false,BOM,Asia Pacific,Mumbai,142,0.00
34.160.118.77,80,80,false,SIN,Asia Pacific,Singapore,150,0.00
34.82.76.253,80,80,false,SEA,North America,Seattle,156,0.00
35.197.89.213,80,80,false,SEA,North America,Seattle,159,0.00
34.141.248.249,2053,80,false,AMS,Europe,Amsterdam,160,0.00
34.147.101.117,2095,80,false,AMS,Europe,Amsterdam,160,0.00
34.147.101.117,2082,80,false,AMS,Europe,Amsterdam,162,0.00
34.141.248.249,2096,80,false,AMS,Europe,Amsterdam,163,0.00
34.105.49.234,80,80,false,SEA,North America,Seattle,164,0.00
34.127.116.229,80,80,false,SEA,North America,Seattle,165,0.00
34.147.101.117,2052,80,false,AMS,Europe,Amsterdam,167,0.00
34.93.226.165,80,80,false,BOM,Asia Pacific,Mumbai,170,0.00
34.93.79.152,80,80,false,BOM,Asia Pacific,Mumbai,171,0.00
34.141.248.249,2086,80,false,AMS,Europe,Amsterdam,176,0.00
34.141.221.33,2083,80,false,AMS,Europe,Amsterdam,177,0.00
34.111.135.19,80,80,false,SIN,Asia Pacific,Singapore,177,0.00
35.200.202.118,80,80,false,BOM,Asia Pacific,Mumbai,177,0.00
34.147.101.117,2083,80,false,AMS,Europe,Amsterdam,191,0.00
34.141.221.33,2086,80,false,AMS,Europe,Amsterdam,191,0.00
35.232.39.116,80,80,false,DFW,North America,Dallas,191,0.00
34.147.82.194,2053,80,false,AMS,Europe,Amsterdam,193,0.00
34.141.221.33,2052,80,false,AMS,Europe,Amsterdam,197,0.00
34.29.53.24,8080,80,false,ORD,North America,Chicago,201,0.00
34.82.76.253,80,80,false,SEA,North America,Seattle,202,0.00
34.147.101.117,2053,80,false,AMS,Europe,Amsterdam,205,0.00
34.127.116.229,80,80,false,SEA,North America,Seattle,206,0.00
34.141.248.249,2082,80,false,AMS,Europe,Amsterdam,215,0.00
35.200.202.118,80,80,false,BOM,Asia Pacific,Mumbai,217,0.00
34.93.79.152,80,80,false,BOM,Asia Pacific,Mumbai,219,0.00
34.82.76.253,80,80,false,SEA,North America,Seattle,220,0.00
34.74.105.17,80,8080,false,ATL,North America,Atlanta,222,0.00
34.147.101.117,2086,80,false,AMS,Europe,Amsterdam,222,0.00
34.74.105.17,80,8080,false,ATL,North America,Atlanta,223,0.00
34.141.248.249,2083,80,false,AMS,Europe,Amsterdam,223,0.00
34.74.105.17,80,8080,false,ATL,North America,Atlanta,224,0.00
34.70.91.86,443,443,true,ORD,North America,Chicago,224,0.00
35.187.41.171,2083,80,false,CDG,Europe,Paris,227,0.00
34.120.230.33,80,80,false,SIN,Asia Pacific,Singapore,228,0.00
34.147.101.117,2096,80,false,AMS,Europe,Amsterdam,229,0.00
35.247.124.181,80,80,false,SEA,North America,Seattle,230,0.00
34.141.221.33,2053,80,false,AMS,Europe,Amsterdam,233,0.00
34.141.221.33,2095,80,false,AMS,Europe,Amsterdam,234,0.00
34.141.221.33,2087,80,false,AMS,Europe,Amsterdam,234,0.00
34.147.101.117,2087,80,false,SYD,Oceania,Sydney,235,0.00
34.29.53.24,8080,80,false,ORD,North America,Chicago,236,0.00
34.93.226.165,80,80,false,BOM,Asia Pacific,Mumbai,246,0.00
34.139.228.156,80,80,false,ATL,North America,Atlanta,252,0.00
34.141.248.249,2052,80,false,AMS,Europe,Amsterdam,255,0.00
34.111.135.19,80,80,false,SIN,Asia Pacific,Singapore,256,0.00
34.141.248.249,2087,80,false,AMS,Europe,Amsterdam,262,0.00
34.141.221.33,2082,80,false,AMS,Europe,Amsterdam,268,0.00
35.244.133.3,80,80,false,SIN,Asia Pacific,Singapore,271,0.00
34.93.79.152,80,80,false,BOM,Asia Pacific,Mumbai,272,0.00
34.141.248.249,2095,80,false,AMS,Europe,Amsterdam,282,0.00
34.74.105.17,80,8080,false,ATL,North America,Atlanta,290,0.00
34.127.116.229,80,80,false,SEA,North America,Seattle,310,0.00
34.141.221.33,2096,80,false,AMS,Europe,Amsterdam,329,0.00
34.105.3.218,443,443,true,SEA,North America,Seattle,406,0.00
34.49.1.210,80,80,false,SIN,Asia Pacific,Singapore,469,0.00
34.160.118.77,80,80,false,SIN,Asia Pacific,Singapore,545,0.00
