IP地址,端口,回源端口,TLS,数据中心,地区,国家,城市,TCP延迟(ms),速度(MB/s)
13.232.87.77,8880,80,false,ORD,North America,US,Chicago,123,0.00
13.232.87.77,2052,80,false,ORD,North America,US,Chicago,193,0.00
13.232.87.77,443,80,false,ORD,North America,US,Chicago,99,0.00
13.232.87.77,2096,80,false,ORD,North America,US,Chicago,152,0.00
13.232.87.77,80,80,false,ORD,North America,US,Chicago,127,0.00
13.232.47.143,2086,80,false,ORD,North America,US,Chicago,161,0.00
13.232.47.143,2096,80,false,ORD,North America,US,Chicago,171,0.00
13.232.47.143,8880,80,false,ORD,North America,US,Chicago,228,0.00
13.232.47.143,80,80,false,ORD,North America,US,Chicago,168,0.00
13.232.47.143,2087,80,false,ORD,North America,US,Chicago,118,0.00
18.175.222.177,443,80,false,ORD,North America,US,Chicago,172,0.00
18.175.222.177,2086,80,false,ORD,North America,US,Chicago,166,0.00
18.134.96.121,443,80,false,ORD,North America,US,Chicago,154,0.00
18.175.216.217,80,80,false,ORD,North America,US,Chicago,165,0.00
18.175.222.177,2052,80,false,ORD,North America,US,Chicago,162,0.00
18.134.96.121,8443,80,false,ORD,North America,US,Chicago,174,0.00
18.134.96.121,8080,80,false,ORD,North America,US,Chicago,161,0.00
18.175.222.177,2095,80,false,ORD,North America,US,Chicago,160,0.00
18.134.96.121,8880,80,false,ORD,North America,US,Chicago,159,0.00
18.134.96.121,2083,80,false,ORD,North America,US,Chicago,164,0.00
18.134.96.121,2096,80,false,ORD,North America,US,Chicago,161,0.00
18.134.96.121,80,80,false,ORD,North America,US,Chicago,169,0.00
18.134.96.121,2053,80,false,ORD,North America,US,Chicago,161,0.00
18.134.96.121,2087,80,false,ORD,North America,US,Chicago,160,0.00
18.175.222.177,8080,80,false,ORD,North America,US,Chicago,176,0.00
18.175.222.177,2082,80,false,ORD,North America,US,Chicago,168,0.00
18.175.222.177,2053,80,false,ORD,North America,US,Chicago,163,0.00
18.134.96.121,2082,80,false,ORD,North America,US,Chicago,165,0.00
18.175.222.177,8880,80,false,ORD,North America,US,Chicago,164,0.00
18.175.222.177,8443,80,false,ORD,North America,US,Chicago,165,0.00
18.134.96.121,2052,80,false,ORD,North America,US,Chicago,159,0.00
18.175.222.177,2083,80,false,ORD,North America,US,Chicago,166,0.00
18.175.222.177,2096,80,false,ORD,North America,US,Chicago,167,0.00
18.175.176.11,2096,80,false,ORD,North America,US,Chicago,159,0.00
18.175.176.11,8080,80,false,ORD,North America,US,Chicago,164,0.00
35.89.211.40,2087,80,false,ORD,North America,US,Chicago,220,0.00
34.222.50.235,8443,80,false,ORD,North America,US,Chicago,218,0.00
35.94.51.10,2095,80,false,ORD,North America,US,Chicago,218,0.00
35.89.211.40,2083,80,false,ORD,North America,US,Chicago,218,0.00
35.89.211.40,2086,80,false,ORD,North America,US,Chicago,223,0.00
34.222.50.235,2082,80,false,ORD,North America,US,Chicago,220,0.00
35.89.211.40,2082,80,false,ORD,North America,US,Chicago,224,0.00
35.89.211.40,2095,80,false,ORD,North America,US,Chicago,218,0.00
35.89.211.40,443,80,false,ORD,North America,US,Chicago,222,0.00
35.89.211.40,2052,80,false,ORD,North America,US,Chicago,221,0.00
35.89.211.40,8080,80,false,ORD,North America,US,Chicago,219,0.00
35.89.211.40,80,80,false,ORD,North America,US,Chicago,220,0.00
35.94.51.10,2082,80,false,ORD,North America,US,Chicago,226,0.00
35.89.211.40,2053,80,false,ORD,North America,US,Chicago,223,0.00
44.243.199.104,2095,80,false,ORD,North America,US,Chicago,295,0.00
34.219.31.91,8443,80,false,ORD,North America,US,Chicago,217,0.00
34.219.31.91,2083,80,false,ORD,North America,US,Chicago,218,0.00
34.221.94.209,8080,80,false,ORD,North America,US,Chicago,219,0.00
34.221.94.209,2083,80,false,ORD,North America,US,Chicago,220,0.00
44.243.199.104,2082,80,false,ORD,North America,US,Chicago,223,0.00
54.200.245.220,80,80,false,ORD,North America,US,Chicago,223,0.00
44.243.199.104,2096,80,false,ORD,North America,US,Chicago,350,0.00
44.243.199.104,2086,80,false,ORD,North America,US,Chicago,228,0.00
44.243.199.104,80,80,false,ORD,North America,US,Chicago,238,0.00
44.243.199.104,2052,80,false,ORD,North America,US,Chicago,245,0.00
35.94.148.44,2095,80,false,ORD,North America,US,Chicago,253,0.00
35.94.148.44,8443,80,false,ORD,North America,US,Chicago,269,0.00
44.243.199.104,2083,80,false,ORD,North America,US,Chicago,218,0.00
35.94.51.10,8080,80,false,ORD,North America,US,Chicago,274,0.00
54.200.245.220,2082,80,false,ORD,North America,US,Chicago,220,0.00
54.245.175.62,80,80,false,ORD,North America,US,Chicago,236,0.00
54.245.175.62,443,80,false,ORD,North America,US,Chicago,219,0.00
35.94.148.44,2053,80,false,ORD,North America,US,Chicago,278,0.00
44.243.199.104,8080,80,false,ORD,North America,US,Chicago,291,0.00
34.209.96.134,8880,80,false,ORD,North America,US,Chicago,219,0.00
34.209.96.134,2087,80,false,ORD,North America,US,Chicago,218,0.00
54.245.175.62,8880,80,false,ORD,North America,US,Chicago,218,0.00
54.200.245.220,2096,80,false,ORD,North America,US,Chicago,221,0.00
54.200.245.220,2087,80,false,ORD,North America,US,Chicago,217,0.00
54.200.245.220,8880,80,false,ORD,North America,US,Chicago,239,0.00
44.243.199.104,2053,80,false,ORD,North America,US,Chicago,222,0.00
54.245.175.62,2095,80,false,ORD,North America,US,Chicago,219,0.00
54.245.175.62,2087,80,false,ORD,North America,US,Chicago,220,0.00
54.245.175.62,2053,80,false,ORD,North America,US,Chicago,218,0.00
52.40.154.136,8443,80,false,ORD,North America,US,Chicago,217,0.00
54.200.245.220,2086,80,false,ORD,North America,US,Chicago,223,0.00
35.94.51.10,2052,80,false,ORD,North America,US,Chicago,224,0.00
44.243.199.104,8880,80,false,ORD,North America,US,Chicago,274,0.00
44.243.199.104,443,80,false,ORD,North America,US,Chicago,217,0.00
54.200.245.220,2052,80,false,ORD,North America,US,Chicago,218,0.00
54.245.175.62,2096,80,false,ORD,North America,US,Chicago,218,0.00
35.94.148.44,8880,80,false,ORD,North America,US,Chicago,240,0.00
35.94.51.10,2086,80,false,ORD,North America,US,Chicago,226,0.00
35.94.51.10,80,80,false,ORD,North America,US,Chicago,222,0.00
54.245.175.62,2083,80,false,ORD,North America,US,Chicago,239,0.00
35.94.51.10,8443,80,false,ORD,North America,US,Chicago,267,0.00
34.222.50.235,8880,80,false,ORD,North America,US,Chicago,223,0.00
34.209.96.134,2086,80,false,ORD,North America,US,Chicago,218,0.00
54.245.175.62,2052,80,false,ORD,North America,US,Chicago,264,0.00
35.94.51.10,2083,80,false,ORD,North America,US,Chicago,281,0.00
34.209.96.134,443,80,false,ORD,North America,US,Chicago,218,0.00
54.200.245.220,443,80,false,ORD,North America,US,Chicago,219,0.00
35.94.51.10,2087,80,false,ORD,North America,US,Chicago,218,0.00
35.94.51.10,2053,80,false,ORD,North America,US,Chicago,218,0.00
34.209.96.134,2095,80,false,ORD,North America,US,Chicago,219,0.00
54.200.245.220,8443,80,false,ORD,North America,US,Chicago,225,0.00
34.209.96.134,2082,80,false,ORD,North America,US,Chicago,218,0.00
34.209.96.134,2053,80,false,ORD,North America,US,Chicago,218,0.00
54.200.245.220,2083,80,false,ORD,North America,US,Chicago,218,0.00
34.222.50.235,2095,80,false,ORD,North America,US,Chicago,219,0.00
34.209.96.134,2052,80,false,ORD,North America,US,Chicago,219,0.00
34.209.96.134,80,80,false,ORD,North America,US,Chicago,219,0.00
35.94.51.10,2096,80,false,ORD,North America,US,Chicago,250,0.00
34.209.96.134,8080,80,false,ORD,North America,US,Chicago,219,0.00
34.209.96.134,8443,80,false,ORD,North America,US,Chicago,219,0.00
34.222.50.235,2053,80,false,ORD,North America,US,Chicago,220,0.00
34.222.50.235,8080,80,false,ORD,North America,US,Chicago,223,0.00
34.222.50.235,80,80,false,ORD,North America,US,Chicago,220,0.00
34.222.50.235,2052,80,false,ORD,North America,US,Chicago,220,0.00
54.200.245.220,2053,80,false,ORD,North America,US,Chicago,221,0.00
34.222.50.235,2086,80,false,ORD,North America,US,Chicago,222,0.00
34.222.50.235,2096,80,false,ORD,North America,US,Chicago,221,0.00
34.222.50.235,443,80,false,ORD,North America,US,Chicago,220,0.00
54.214.183.4,2083,80,false,ORD,North America,US,Chicago,217,0.00
54.214.183.4,2086,80,false,ORD,North America,US,Chicago,217,0.00
13.233.13.228,80,80,false,ORD,North America,US,Chicago,156,0.00
13.233.117.179,2052,80,false,ORD,North America,US,Chicago,154,0.00
13.233.13.228,8080,80,false,ORD,North America,US,Chicago,144,0.00
13.233.117.179,8443,80,false,ORD,North America,US,Chicago,159,0.00
13.233.13.228,2083,80,false,ORD,North America,US,Chicago,234,0.00
13.233.13.228,8443,80,false,ORD,North America,US,Chicago,218,0.00
13.233.117.179,80,80,false,ORD,North America,US,Chicago,243,0.00
13.233.117.179,2096,80,false,ORD,North America,US,Chicago,142,0.00
13.233.117.179,443,80,false,ORD,North America,US,Chicago,173,0.00
18.132.206.84,2095,80,false,ORD,North America,US,Chicago,160,0.00
