IP地址,端口,回源端口,TLS,数据中心,地区,城市,TCP延迟(ms),速度(MB/s)
34.90.238.89,443,443,true,AMS,Europe,Amsterdam,367,7.45
34.148.79.70,443,443,true,ATL,North America,Atlanta,310,7.37
35.227.25.54,443,443,true,ATL,North America,Atlanta,305,7.36
35.190.146.198,443,443,true,ATL,North America,Atlanta,348,7.36
104.196.62.33,443,443,true,ATL,North America,Atlanta,365,7.23
34.90.238.89,443,443,true,AMS,Europe,Amsterdam,440,7.20
35.227.25.54,443,443,true,ATL,North America,Atlanta,262,7.13
34.147.130.63,443,443,true,LHR,Europe,London,357,7.11
34.147.130.63,443,443,true,LHR,Europe,London,396,7.03
34.175.202.195,443,443,true,MAD,Europe,Madrid,381,6.75
34.88.33.107,443,443,true,FRA,Europe,Frankfurt,407,6.02
35.228.36.82,443,443,true,ARN,Europe,Stockholm,365,5.99
34.88.33.107,443,443,true,FRA,Europe,Frankfurt,380,5.89
34.88.33.107,443,443,true,FRA,Europe,Frankfurt,498,5.77
34.88.33.107,443,443,true,FRA,Europe,Frankfurt,374,5.74
35.189.113.240,443,443,true,LHR,Europe,London,457,5.72
34.105.189.25,443,443,true,LHR,Europe,London,204,5.07
34.105.140.105,443,443,true,LHR,Europe,London,255,5.07
34.94.205.15,443,443,true,LAX,North America,Los Angeles,261,3.49
35.200.238.235,443,443,true,BOM,Asia Pacific,Mumbai,273,0.46
34.148.79.70,443,443,true,ATL,North America,Atlanta,276,0.28
34.142.133.116,443,80,false,SIN,Asia Pacific,Singapore,25,0.00
34.142.133.116,80,80,false,SIN,Asia Pacific,Singapore,39,0.00
34.87.149.79,80,80,false,SIN,Asia Pacific,Singapore,43,0.00
34.93.226.165,80,80,false,BOM,Asia Pacific,Mumbai,70,0.00
34.93.79.152,80,80,false,BOM,Asia Pacific,Mumbai,87,0.00
35.200.202.118,80,80,false,BOM,Asia Pacific,Mumbai,105,0.00
35.244.133.3,80,80,false,SIN,Asia Pacific,Singapore,111,0.00
