IP地址,端口,回源端口,TLS,数据中心,地区,国家,城市,TCP延迟(ms),速度(MB/s)
35.190.152.145,443,443,true,ATL,North America,US,Atlanta,396,8.11
35.196.72.166,443,443,true,ATL,North America,US,Atlanta,318,8.07
35.200.238.235,443,443,true,BOM,Asia Pacific,IN,Mumbai,439,7.71
35.204.231.100,443,443,true,AMS,Europe,NL,Amsterdam,435,7.17
34.175.202.195,443,443,true,MAD,Europe,ES,Madrid,456,6.65
35.200.238.235,443,443,true,BOM,Asia Pacific,IN,Mumbai,434,6.41
35.228.36.82,443,443,true,ARN,Europe,SE,Stockholm,289,6.13
34.89.30.78,443,443,true,LHR,Europe,GB,London,275,5.73
34.147.196.2,443,443,true,LHR,Europe,GB,London,314,5.28
34.105.189.25,443,443,true,LHR,Europe,GB,London,280,5.07
34.105.233.161,443,443,true,LHR,Europe,GB,London,313,4.95
34.105.49.234,80,80,false,SEA,North America,US,Seattle,213,0.00
34.93.226.165,80,80,false,BOM,Asia Pacific,IN,Mumbai,66,0.00
34.92.85.233,2052,2052,false,HKG,Asia Pacific,HK,Hong Kong,80,0.00
34.36.237.86,80,80,false,SIN,Asia Pacific,SG,Singapore,107,0.00
34.49.82.120,80,80,false,SIN,Asia Pacific,SG,Singapore,110,0.00
34.93.226.165,80,80,false,BOM,Asia Pacific,IN,Mumbai,117,0.00
34.120.230.33,80,80,false,SIN,Asia Pacific,SG,Singapore,120,0.00
35.200.202.118,80,80,false,BOM,Asia Pacific,IN,Mumbai,123,0.00
35.201.107.185,80,80,false,SIN,Asia Pacific,SG,Singapore,124,0.00
34.93.79.152,80,80,false,BOM,Asia Pacific,IN,Mumbai,126,0.00
34.120.230.33,80,80,false,SIN,Asia Pacific,SG,Singapore,133,0.00
34.92.85.233,2052,2052,false,HKG,Asia Pacific,HK,Hong Kong,135,0.00
35.201.107.185,80,80,false,SIN,Asia Pacific,SG,Singapore,138,0.00
34.49.1.210,80,80,false,SIN,Asia Pacific,SG,Singapore,140,0.00
34.92.85.233,2052,2052,false,HKG,Asia Pacific,HK,Hong Kong,142,0.00
34.93.79.152,80,80,false,BOM,Asia Pacific,IN,Mumbai,144,0.00
34.93.226.165,80,80,false,BOM,Asia Pacific,IN,Mumbai,151,0.00
34.82.76.253,80,80,false,SEA,North America,US,Seattle,158,0.00
34.19.114.86,80,80,false,SEA,North America,US,Seattle,160,0.00
34.19.114.86,443,80,false,SEA,North America,US,Seattle,161,0.00
34.141.221.33,2082,80,false,AMS,Europe,NL,Amsterdam,161,0.00
34.82.76.253,80,80,false,SEA,North America,US,Seattle,162,0.00
34.141.248.249,2082,80,false,AMS,Europe,NL,Amsterdam,163,0.00
34.147.101.117,2082,80,false,AMS,Europe,NL,Amsterdam,163,0.00
34.141.248.249,2096,80,false,AMS,Europe,NL,Amsterdam,163,0.00
34.147.82.194,2053,80,false,AMS,Europe,NL,Amsterdam,163,0.00
34.147.101.117,2053,80,false,AMS,Europe,NL,Amsterdam,163,0.00
34.147.101.117,2052,80,false,AMS,Europe,NL,Amsterdam,163,0.00
34.147.101.117,2087,80,false,SYD,Oceania,AU,Sydney,163,0.00
34.147.101.117,2082,80,false,AMS,Europe,NL,Amsterdam,164,0.00
34.147.101.117,2096,80,false,AMS,Europe,NL,Amsterdam,164,0.00
34.141.221.33,2052,80,false,AMS,Europe,NL,Amsterdam,165,0.00
34.141.248.249,2086,80,false,AMS,Europe,NL,Amsterdam,165,0.00
34.147.101.117,2087,80,false,SYD,Oceania,AU,Sydney,166,0.00
34.141.248.249,2083,80,false,AMS,Europe,NL,Amsterdam,166,0.00
34.141.221.33,2086,80,false,AMS,Europe,NL,Amsterdam,167,0.00
34.141.248.249,2052,80,false,AMS,Europe,NL,Amsterdam,168,0.00
34.141.248.249,2087,80,false,AMS,Europe,NL,Amsterdam,170,0.00
34.147.101.117,2086,80,false,AMS,Europe,NL,Amsterdam,170,0.00
34.141.248.249,2095,80,false,AMS,Europe,NL,Amsterdam,170,0.00
34.147.101.117,2095,80,false,AMS,Europe,NL,Amsterdam,171,0.00
34.93.79.152,80,80,false,BOM,Asia Pacific,IN,Mumbai,174,0.00
35.200.202.118,80,80,false,BOM,Asia Pacific,IN,Mumbai,175,0.00
34.147.101.117,2095,80,false,AMS,Europe,NL,Amsterdam,175,0.00
34.141.221.33,2083,80,false,AMS,Europe,NL,Amsterdam,182,0.00
34.147.101.117,2086,80,false,AMS,Europe,NL,Amsterdam,188,0.00
34.141.221.33,2095,80,false,AMS,Europe,NL,Amsterdam,191,0.00
34.147.101.117,2083,80,false,AMS,Europe,NL,Amsterdam,193,0.00
34.19.114.86,80,80,false,SEA,North America,US,Seattle,195,0.00
34.147.101.117,2096,80,false,AMS,Europe,NL,Amsterdam,197,0.00
35.187.41.171,2083,80,false,CDG,Europe,FR,Paris,199,0.00
34.147.101.117,2053,80,false,AMS,Europe,NL,Amsterdam,202,0.00
34.147.101.117,2052,80,false,AMS,Europe,NL,Amsterdam,203,0.00
34.19.114.86,443,80,false,SEA,North America,US,Seattle,204,0.00
34.56.143.151,80,8080,false,ORD,North America,US,Chicago,205,0.00
34.141.221.33,2087,80,false,AMS,Europe,NL,Amsterdam,206,0.00
35.188.87.85,80,8080,false,ORD,North America,US,Chicago,207,0.00
34.93.79.152,80,80,false,BOM,Asia Pacific,IN,Mumbai,207,0.00
34.70.88.252,443,80,false,ORD,North America,US,Chicago,208,0.00
34.105.49.234,80,80,false,SEA,North America,US,Seattle,210,0.00
35.202.49.74,80,80,false,ORD,North America,US,Chicago,211,0.00
34.82.76.253,80,80,false,SEA,North America,US,Seattle,212,0.00
34.141.221.33,2053,80,false,AMS,Europe,NL,Amsterdam,216,0.00
34.147.82.194,2053,80,false,AMS,Europe,NL,Amsterdam,219,0.00
34.93.226.165,80,80,false,BOM,Asia Pacific,IN,Mumbai,219,0.00
34.74.105.17,80,8080,false,ATL,North America,US,Atlanta,219,0.00
34.145.18.246,80,80,false,SEA,North America,US,Seattle,226,0.00
34.111.103.7,80,80,false,SIN,Asia Pacific,SG,Singapore,228,0.00
34.70.88.252,443,80,false,ORD,North America,US,Chicago,229,0.00
35.202.49.74,80,80,false,ORD,North America,US,Chicago,229,0.00
35.200.202.118,80,80,false,BOM,Asia Pacific,IN,Mumbai,232,0.00
34.141.221.33,2096,80,false,AMS,Europe,NL,Amsterdam,236,0.00
34.74.105.17,80,8080,false,ATL,North America,US,Atlanta,241,0.00
34.56.143.151,80,8080,false,ORD,North America,US,Chicago,242,0.00
34.70.88.252,443,80,false,ORD,North America,US,Chicago,246,0.00
35.232.39.116,80,80,false,DFW,North America,US,Dallas,248,0.00
34.147.101.117,2083,80,false,AMS,Europe,NL,Amsterdam,254,0.00
35.197.89.213,80,80,false,SEA,North America,US,Seattle,258,0.00
35.202.49.74,80,80,false,ORD,North America,US,Chicago,258,0.00
104.196.221.253,80,80,false,ATL,North America,US,Atlanta,271,0.00
34.74.105.17,80,8080,false,ATL,North America,US,Atlanta,277,0.00
34.145.18.246,80,80,false,SEA,North America,US,Seattle,280,0.00
34.105.49.234,443,443,true,SEA,North America,US,Seattle,282,0.00
34.111.103.7,80,80,false,SIN,Asia Pacific,SG,Singapore,289,0.00
104.196.174.30,80,80,false,ATL,North America,US,Atlanta,290,0.00
34.70.88.252,443,80,false,ORD,North America,US,Chicago,315,0.00
34.105.49.234,443,443,true,SEA,North America,US,Seattle,352,0.00
34.145.66.39,8080,8080,false,BOM,Asia Pacific,IN,Mumbai,502,0.00
34.145.66.39,8080,8080,false,BOM,Asia Pacific,IN,Mumbai,550,0.00
