IP地址,端口,回源端口,TLS,数据中心,地区,国家,城市,TCP延迟(ms),速度(MB/s)
34.215.25.25,80,80,false,ORD,North America,US,Chicago,201,0.00
34.215.25.25,2083,80,false,ORD,North America,US,Chicago,197,0.00
54.218.151.145,8443,80,false,ORD,North America,US,Chicago,200,0.00
35.86.122.221,2086,80,false,ORD,North America,US,Chicago,208,0.00
35.86.96.130,2086,80,false,ORD,North America,US,Chicago,198,0.00
35.86.122.221,2087,80,false,ORD,North America,US,Chicago,201,0.00
54.218.151.145,2095,80,false,ORD,North America,US,Chicago,205,0.00
35.86.122.221,8880,80,false,ORD,North America,US,Chicago,200,0.00
34.219.51.192,2095,80,false,ORD,North America,US,Chicago,200,0.00
54.218.151.145,8080,80,false,ORD,North America,US,Chicago,214,0.00
52.24.206.112,2087,80,false,ORD,North America,US,Chicago,197,0.00
35.86.96.130,8443,80,false,ORD,North America,US,Chicago,200,0.00
54.218.151.145,2086,80,false,ORD,North America,US,Chicago,204,0.00
54.71.167.249,2083,80,false,ORD,North America,US,Chicago,199,0.00
35.85.50.210,2096,80,false,ORD,North America,US,Chicago,197,0.00
35.85.50.210,2095,80,false,ORD,North America,US,Chicago,204,0.00
35.94.43.39,2087,80,false,ORD,North America,US,Chicago,199,0.00
44.243.221.214,2096,80,false,ORD,North America,US,Chicago,200,0.00
54.218.151.145,2087,80,false,ORD,North America,US,Chicago,200,0.00
54.71.167.249,443,80,false,ORD,North America,US,Chicago,215,0.00
35.85.50.210,8880,80,false,ORD,North America,US,Chicago,199,0.00
54.202.59.123,2082,80,false,ORD,North America,US,Chicago,192,0.00
35.85.50.210,2052,80,false,ORD,North America,US,Chicago,209,0.00
54.71.167.249,8080,80,false,ORD,North America,US,Chicago,202,0.00
54.71.167.249,2096,80,false,ORD,North America,US,Chicago,197,0.00
35.86.122.221,2083,80,false,ORD,North America,US,Chicago,199,0.00
54.71.167.249,2082,80,false,ORD,North America,US,Chicago,197,0.00
44.243.221.214,2087,80,false,ORD,North America,US,Chicago,200,0.00
35.89.127.206,2087,80,false,ORD,North America,US,Chicago,201,0.00
34.210.73.42,2053,80,false,ORD,North America,US,Chicago,198,0.00
35.88.241.242,2087,80,false,ORD,North America,US,Chicago,200,0.00
35.88.241.242,2096,80,false,ORD,North America,US,Chicago,198,0.00
35.88.241.242,2086,80,false,ORD,North America,US,Chicago,202,0.00
35.88.241.242,443,80,false,ORD,North America,US,Chicago,207,0.00
13.127.74.176,2052,80,false,ORD,North America,US,Chicago,167,0.00
13.127.74.176,2095,80,false,ORD,North America,US,Chicago,193,0.00
13.127.74.176,2082,80,false,ORD,North America,US,Chicago,129,0.00
13.127.74.176,2096,80,false,ORD,North America,US,Chicago,188,0.00
13.127.74.176,80,80,false,ORD,North America,US,Chicago,109,0.00
13.127.74.176,8880,80,false,ORD,North America,US,Chicago,133,0.00
13.127.74.176,8080,80,false,ORD,North America,US,Chicago,125,0.00
13.127.74.176,8443,80,false,ORD,North America,US,Chicago,113,0.00
13.201.188.214,2083,80,false,ORD,North America,US,Chicago,160,0.00
13.235.79.32,2083,80,false,ORD,North America,US,Chicago,120,0.00
13.235.79.32,2082,80,false,ORD,North America,US,Chicago,122,0.00
13.235.79.32,2095,80,false,ORD,North America,US,Chicago,142,0.00
13.235.79.32,2096,80,false,ORD,North America,US,Chicago,141,0.00
13.235.79.32,2052,80,false,ORD,North America,US,Chicago,170,0.00
13.235.79.32,443,80,false,ORD,North America,US,Chicago,102,0.00
13.235.79.32,8880,80,false,ORD,North America,US,Chicago,169,0.00
13.235.79.32,2086,80,false,ORD,North America,US,Chicago,190,0.00
13.235.79.32,80,80,false,ORD,North America,US,Chicago,178,0.00
13.235.79.32,8080,80,false,ORD,North America,US,Chicago,93,0.00
18.133.160.58,2053,80,false,ORD,North America,US,Chicago,187,0.00
18.133.160.58,8080,80,false,ORD,North America,US,Chicago,190,0.00
18.133.160.58,8443,80,false,ORD,North America,US,Chicago,184,0.00
18.133.160.58,2052,80,false,ORD,North America,US,Chicago,218,0.00
18.133.160.58,80,80,false,ORD,North America,US,Chicago,170,0.00
18.133.160.58,2096,80,false,ORD,North America,US,Chicago,209,0.00
18.133.160.58,2086,80,false,ORD,North America,US,Chicago,180,0.00
18.133.160.58,2087,80,false,ORD,North America,US,Chicago,176,0.00
18.133.160.58,2095,80,false,ORD,North America,US,Chicago,210,0.00
18.133.160.58,2083,80,false,ORD,North America,US,Chicago,200,0.00
18.133.160.58,443,80,false,ORD,North America,US,Chicago,168,0.00
13.40.46.249,8443,80,false,ORD,North America,US,Chicago,172,0.00
96.0.147.114,443,80,false,MNL,Asia Pacific,PH,Manila,29,0.00
96.0.147.114,80,80,false,MNL,Asia Pacific,PH,Manila,29,0.00
