IP地址,端口,回源端口,TLS,数据中心,地区,国家,城市,TCP延迟(ms),速度(MB/s)
35.200.238.235,443,443,true,BOM,Asia Pacific,IN,Mumbai,340,7.59
35.204.231.100,443,443,true,AMS,Europe,NL,Amsterdam,432,7.51
34.175.202.195,443,443,true,MAD,Europe,ES,Madrid,399,6.72
35.228.36.82,443,443,true,ARN,Europe,SE,Stockholm,402,6.28
35.246.97.251,443,443,true,LHR,Europe,GB,London,370,5.98
34.147.196.2,443,443,true,LHR,Europe,GB,London,281,5.93
34.105.233.161,443,443,true,LHR,Europe,GB,London,307,5.92
34.89.91.99,443,443,true,LHR,Europe,GB,London,324,5.91
34.105.233.161,443,443,true,LHR,Europe,GB,London,324,5.86
34.105.233.161,443,443,true,LHR,Europe,GB,London,309,5.70
34.105.140.105,443,443,true,LHR,Europe,GB,London,275,5.45
34.111.135.19,80,80,false,SIN,Asia Pacific,SG,Singapore,6,0.00
35.187.229.127,80,8080,false,SIN,Asia Pacific,SG,Singapore,27,0.00
34.92.85.233,2052,2052,false,HKG,Asia Pacific,HK,Hong Kong,54,0.00
34.117.254.68,80,80,false,SIN,Asia Pacific,SG,Singapore,55,0.00
34.117.105.161,80,80,false,SIN,Asia Pacific,SG,Singapore,65,0.00
34.81.241.182,8080,80,false,TPE,Asia Pacific,TW,Taipei,66,0.00
35.201.107.185,80,80,false,SIN,Asia Pacific,SG,Singapore,71,0.00
34.93.226.165,80,80,false,BOM,Asia Pacific,IN,Mumbai,76,0.00
34.93.226.165,80,80,false,BOM,Asia Pacific,IN,Mumbai,82,0.00
34.81.241.182,8080,80,false,TPE,Asia Pacific,TW,Taipei,86,0.00
34.93.79.152,80,80,false,BOM,Asia Pacific,IN,Mumbai,87,0.00
34.49.1.210,80,80,false,SIN,Asia Pacific,SG,Singapore,99,0.00
34.92.85.233,2052,2052,false,HKG,Asia Pacific,HK,Hong Kong,110,0.00
34.93.79.152,80,80,false,BOM,Asia Pacific,IN,Mumbai,119,0.00
34.93.226.165,80,80,false,BOM,Asia Pacific,IN,Mumbai,126,0.00
34.92.85.233,2052,2052,false,HKG,Asia Pacific,HK,Hong Kong,129,0.00
35.201.107.185,80,80,false,SIN,Asia Pacific,SG,Singapore,129,0.00
34.120.230.33,80,80,false,SIN,Asia Pacific,SG,Singapore,133,0.00
34.160.118.77,80,80,false,SIN,Asia Pacific,SG,Singapore,134,0.00
34.92.85.233,2052,2052,false,HKG,Asia Pacific,HK,Hong Kong,134,0.00
34.120.230.33,80,80,false,SIN,Asia Pacific,SG,Singapore,146,0.00
34.81.241.182,8080,80,false,TPE,Asia Pacific,TW,Taipei,149,0.00
34.93.226.165,80,80,false,BOM,Asia Pacific,IN,Mumbai,153,0.00
35.200.202.118,80,80,false,BOM,Asia Pacific,IN,Mumbai,153,0.00
34.19.114.86,80,80,false,SEA,North America,US,Seattle,158,0.00
34.147.101.117,2083,80,false,AMS,Europe,NL,Amsterdam,161,0.00
34.147.101.117,2096,80,false,AMS,Europe,NL,Amsterdam,161,0.00
34.147.101.117,2086,80,false,AMS,Europe,NL,Amsterdam,161,0.00
34.147.101.117,2086,80,false,AMS,Europe,NL,Amsterdam,162,0.00
34.147.101.117,2095,80,false,AMS,Europe,NL,Amsterdam,162,0.00
34.147.101.117,2087,80,false,SYD,Oceania,AU,Sydney,163,0.00
34.147.101.117,2096,80,false,AMS,Europe,NL,Amsterdam,163,0.00
35.247.124.181,80,80,false,SEA,North America,US,Seattle,163,0.00
34.19.114.86,80,80,false,SEA,North America,US,Seattle,164,0.00
34.141.248.249,2086,80,false,AMS,Europe,NL,Amsterdam,164,0.00
34.147.101.117,2052,80,false,AMS,Europe,NL,Amsterdam,164,0.00
34.147.101.117,2095,80,false,AMS,Europe,NL,Amsterdam,164,0.00
34.147.101.117,2053,80,false,AMS,Europe,NL,Amsterdam,164,0.00
34.141.221.33,2053,80,false,AMS,Europe,NL,Amsterdam,164,0.00
34.105.49.234,80,80,false,SEA,North America,US,Seattle,165,0.00
34.141.221.33,2086,80,false,AMS,Europe,NL,Amsterdam,165,0.00
34.93.79.152,80,80,false,BOM,Asia Pacific,IN,Mumbai,165,0.00
34.81.241.182,8080,80,false,TPE,Asia Pacific,TW,Taipei,166,0.00
34.105.49.234,80,80,false,SEA,North America,US,Seattle,166,0.00
34.141.221.33,2083,80,false,AMS,Europe,NL,Amsterdam,166,0.00
34.93.79.152,80,80,false,BOM,Asia Pacific,IN,Mumbai,167,0.00
34.82.76.253,80,80,false,SEA,North America,US,Seattle,167,0.00
34.36.237.86,80,80,false,SIN,Asia Pacific,SG,Singapore,168,0.00
34.147.101.117,2053,80,false,AMS,Europe,NL,Amsterdam,168,0.00
34.19.114.86,443,80,false,SEA,North America,US,Seattle,168,0.00
34.141.221.33,2095,80,false,AMS,Europe,NL,Amsterdam,168,0.00
34.19.114.86,443,80,false,SEA,North America,US,Seattle,169,0.00
34.141.221.33,2096,80,false,AMS,Europe,NL,Amsterdam,171,0.00
34.147.101.117,2083,80,false,AMS,Europe,NL,Amsterdam,171,0.00
34.141.221.33,2052,80,false,AMS,Europe,NL,Amsterdam,172,0.00
34.82.76.253,80,80,false,SEA,North America,US,Seattle,172,0.00
34.141.221.33,2082,80,false,AMS,Europe,NL,Amsterdam,172,0.00
34.141.248.249,2082,80,false,AMS,Europe,NL,Amsterdam,172,0.00
35.200.202.118,80,80,false,BOM,Asia Pacific,IN,Mumbai,177,0.00
34.147.101.117,2082,80,false,AMS,Europe,NL,Amsterdam,181,0.00
34.147.101.117,2082,80,false,AMS,Europe,NL,Amsterdam,181,0.00
34.141.248.249,2052,80,false,AMS,Europe,NL,Amsterdam,184,0.00
34.141.221.33,2087,80,false,AMS,Europe,NL,Amsterdam,187,0.00
34.141.248.249,2083,80,false,AMS,Europe,NL,Amsterdam,188,0.00
34.147.82.194,2053,80,false,AMS,Europe,NL,Amsterdam,190,0.00
34.105.49.234,80,80,false,SEA,North America,US,Seattle,191,0.00
34.147.101.117,2087,80,false,SYD,Oceania,AU,Sydney,194,0.00
34.147.101.117,2052,80,false,AMS,Europe,NL,Amsterdam,199,0.00
34.147.82.194,2053,80,false,AMS,Europe,NL,Amsterdam,201,0.00
34.141.248.249,2096,80,false,AMS,Europe,NL,Amsterdam,201,0.00
34.141.248.249,2095,80,false,AMS,Europe,NL,Amsterdam,203,0.00
34.56.143.151,80,8080,false,ORD,North America,US,Chicago,206,0.00
34.56.143.151,80,8080,false,ORD,North America,US,Chicago,208,0.00
35.202.49.74,80,80,false,ORD,North America,US,Chicago,210,0.00
34.51.3.166,80,80,false,QRO,North America,MX,Queretaro,211,0.00
35.187.41.171,2083,80,false,CDG,Europe,FR,Paris,211,0.00
35.202.49.74,80,80,false,ORD,North America,US,Chicago,213,0.00
35.232.39.116,80,80,false,DFW,North America,US,Dallas,215,0.00
34.74.105.17,80,8080,false,ATL,North America,US,Atlanta,220,0.00
34.74.105.17,80,8080,false,ATL,North America,US,Atlanta,220,0.00
34.82.76.253,80,80,false,SEA,North America,US,Seattle,224,0.00
35.200.202.118,80,80,false,BOM,Asia Pacific,IN,Mumbai,229,0.00
34.51.3.166,80,80,false,QRO,North America,MX,Queretaro,230,0.00
104.196.221.253,80,80,false,IAD,North America,US,Ashburn,232,0.00
35.197.89.213,80,80,false,SEA,North America,US,Seattle,232,0.00
34.74.105.17,80,8080,false,ATL,North America,US,Atlanta,233,0.00
34.74.105.17,80,8080,false,ATL,North America,US,Atlanta,238,0.00
34.141.248.249,2087,80,false,AMS,Europe,NL,Amsterdam,250,0.00
35.188.87.85,80,8080,false,ORD,North America,US,Chicago,251,0.00
104.196.174.30,80,80,false,ATL,North America,US,Atlanta,252,0.00
35.202.49.74,80,80,false,ORD,North America,US,Chicago,263,0.00
34.70.91.86,443,443,true,ORD,North America,US,Chicago,307,0.00
34.145.66.39,8080,8080,false,BOM,Asia Pacific,IN,Mumbai,402,0.00
34.145.66.39,8080,8080,false,BOM,Asia Pacific,IN,Mumbai,572,0.00
