IP地址,端口,回源端口,TLS,数据中心,地区,国家,城市,TCP延迟(ms),速度(MB/s)
34.69.150.180,443,443,true,ORD,North America,US,Chicago,436,8.61
34.69.150.180,443,443,true,ORD,North America,US,Chicago,281,8.61
34.69.150.180,443,443,true,ORD,North America,US,Chicago,260,8.54
34.105.189.25,443,443,true,LHR,Europe,GB,London,331,8.20
35.196.72.166,443,443,true,ATL,North America,US,Atlanta,350,8.18
34.105.140.105,443,443,true,LHR,Europe,GB,London,265,7.83
35.190.152.145,443,443,true,ATL,North America,US,Atlanta,342,7.67
35.204.231.100,443,443,true,AMS,Europe,NL,Amsterdam,373,7.55
35.228.36.82,443,443,true,ARN,Europe,SE,Stockholm,375,6.24
34.175.202.195,443,443,true,MAD,Europe,ES,Madrid,345,6.18
34.105.233.161,443,443,true,LHR,Europe,GB,London,297,5.72
34.105.233.161,443,443,true,LHR,Europe,GB,London,246,5.35
35.197.239.137,443,443,true,LHR,Europe,GB,London,303,5.27
34.102.66.201,443,443,true,LAX,North America,US,Los Angeles,373,1.18
35.200.238.235,443,443,true,BOM,Asia Pacific,IN,Mumbai,492,0.45
35.200.238.235,443,443,true,BOM,Asia Pacific,IN,Mumbai,298,0.42
35.200.238.235,443,443,true,BOM,Asia Pacific,IN,Mumbai,486,0.41
35.187.229.127,80,8080,false,SIN,Asia Pacific,SG,Singapore,16,0.00
34.92.85.233,2052,2052,false,HKG,Asia Pacific,HK,Hong Kong,53,0.00
34.93.226.165,80,80,false,BOM,Asia Pacific,IN,Mumbai,61,0.00
34.92.85.233,2052,2052,false,HKG,Asia Pacific,HK,Hong Kong,73,0.00
34.93.79.152,80,80,false,BOM,Asia Pacific,IN,Mumbai,78,0.00
35.200.202.118,80,80,false,BOM,Asia Pacific,IN,Mumbai,79,0.00
35.201.107.185,80,80,false,SIN,Asia Pacific,SG,Singapore,96,0.00
34.93.79.152,80,80,false,BOM,Asia Pacific,IN,Mumbai,111,0.00
34.93.226.165,80,80,false,BOM,Asia Pacific,IN,Mumbai,113,0.00
35.200.202.118,80,80,false,BOM,Asia Pacific,IN,Mumbai,113,0.00
34.120.230.33,80,80,false,SIN,Asia Pacific,SG,Singapore,132,0.00
34.93.226.165,80,80,false,BOM,Asia Pacific,IN,Mumbai,134,0.00
34.111.103.7,80,80,false,SIN,Asia Pacific,SG,Singapore,148,0.00
34.92.85.233,2052,2052,false,HKG,Asia Pacific,HK,Hong Kong,149,0.00
34.160.118.77,80,80,false,SIN,Asia Pacific,SG,Singapore,151,0.00
34.92.85.233,2052,2052,false,HKG,Asia Pacific,HK,Hong Kong,155,0.00
34.160.118.77,80,80,false,SIN,Asia Pacific,SG,Singapore,157,0.00
34.19.114.86,80,80,false,SEA,North America,US,Seattle,157,0.00
35.200.202.118,80,80,false,BOM,Asia Pacific,IN,Mumbai,157,0.00
34.49.1.210,80,80,false,SIN,Asia Pacific,SG,Singapore,158,0.00
34.105.49.234,80,80,false,SEA,North America,US,Seattle,158,0.00
34.19.114.86,80,80,false,SEA,North America,US,Seattle,160,0.00
34.141.221.33,2086,80,false,AMS,Europe,NL,Amsterdam,161,0.00
34.147.101.117,2052,80,false,AMS,Europe,NL,Amsterdam,161,0.00
34.147.101.117,2082,80,false,AMS,Europe,NL,Amsterdam,161,0.00
34.141.221.33,2083,80,false,AMS,Europe,NL,Amsterdam,161,0.00
34.141.248.249,2095,80,false,AMS,Europe,NL,Amsterdam,161,0.00
34.105.49.234,80,80,false,SEA,North America,US,Seattle,162,0.00
34.147.101.117,2086,80,false,AMS,Europe,NL,Amsterdam,162,0.00
34.141.221.33,2082,80,false,AMS,Europe,NL,Amsterdam,162,0.00
34.147.101.117,2053,80,false,AMS,Europe,NL,Amsterdam,162,0.00
34.147.101.117,2086,80,false,AMS,Europe,NL,Amsterdam,163,0.00
34.147.101.117,2095,80,false,AMS,Europe,NL,Amsterdam,163,0.00
34.147.101.117,2087,80,false,SYD,Oceania,AU,Sydney,163,0.00
34.141.248.249,2052,80,false,AMS,Europe,NL,Amsterdam,163,0.00
34.147.101.117,2083,80,false,AMS,Europe,NL,Amsterdam,164,0.00
34.82.76.253,80,80,false,SEA,North America,US,Seattle,164,0.00
34.19.114.86,443,80,false,SEA,North America,US,Seattle,164,0.00
34.147.101.117,2096,80,false,AMS,Europe,NL,Amsterdam,165,0.00
34.141.248.249,2083,80,false,AMS,Europe,NL,Amsterdam,167,0.00
34.36.237.86,80,80,false,SIN,Asia Pacific,SG,Singapore,168,0.00
34.141.221.33,2052,80,false,AMS,Europe,NL,Amsterdam,168,0.00
34.147.101.117,2087,80,false,SYD,Oceania,AU,Sydney,169,0.00
34.105.49.234,80,80,false,SEA,North America,US,Seattle,172,0.00
34.147.101.117,2096,80,false,AMS,Europe,NL,Amsterdam,173,0.00
34.141.221.33,2053,80,false,AMS,Europe,NL,Amsterdam,173,0.00
34.120.230.33,80,80,false,SIN,Asia Pacific,SG,Singapore,174,0.00
34.141.248.249,2087,80,false,AMS,Europe,NL,Amsterdam,175,0.00
35.197.89.213,80,80,false,SEA,North America,US,Seattle,176,0.00
34.141.248.249,2096,80,false,AMS,Europe,NL,Amsterdam,176,0.00
34.141.248.249,2082,80,false,AMS,Europe,NL,Amsterdam,177,0.00
34.147.82.194,2053,80,false,AMS,Europe,NL,Amsterdam,179,0.00
34.147.82.194,2053,80,false,AMS,Europe,NL,Amsterdam,180,0.00
34.93.79.152,80,80,false,BOM,Asia Pacific,IN,Mumbai,181,0.00
34.19.114.86,443,80,false,SEA,North America,US,Seattle,181,0.00
34.147.101.117,2083,80,false,AMS,Europe,NL,Amsterdam,186,0.00
34.49.82.120,80,80,false,SIN,Asia Pacific,SG,Singapore,189,0.00
34.93.226.165,80,80,false,BOM,Asia Pacific,IN,Mumbai,189,0.00
34.93.79.152,80,80,false,BOM,Asia Pacific,IN,Mumbai,190,0.00
34.82.76.253,80,80,false,SEA,North America,US,Seattle,195,0.00
34.141.221.33,2096,80,false,AMS,Europe,NL,Amsterdam,195,0.00
35.187.41.171,2083,80,false,CDG,Europe,FR,Paris,199,0.00
34.141.248.249,2086,80,false,AMS,Europe,NL,Amsterdam,204,0.00
34.147.101.117,2052,80,false,AMS,Europe,NL,Amsterdam,205,0.00
34.70.88.252,443,80,false,ORD,North America,US,Chicago,205,0.00
34.70.88.252,443,80,false,ORD,North America,US,Chicago,207,0.00
35.188.87.85,80,8080,false,ORD,North America,US,Chicago,207,0.00
35.247.124.181,80,80,false,SEA,North America,US,Seattle,208,0.00
