IP地址,端口,回源端口,TLS,数据中心,地区,国家,城市,TCP延迟(ms),速度(MB/s)
35.190.152.145,443,443,true,ATL,North America,US,Atlanta,354,7.84
34.90.238.89,443,443,true,AMS,Europe,NL,Amsterdam,363,7.68
35.197.239.137,443,443,true,LHR,Europe,GB,London,242,7.64
34.90.238.89,443,443,true,AMS,Europe,NL,Amsterdam,384,7.53
34.22.142.117,443,443,true,CDG,Europe,FR,Paris,327,7.51
34.90.238.89,443,443,true,AMS,Europe,NL,Amsterdam,369,7.19
34.90.238.89,443,443,true,AMS,Europe,NL,Amsterdam,362,7.00
34.175.202.195,443,443,true,MAD,Europe,ES,Madrid,317,6.61
34.88.56.88,443,443,true,CDG,Europe,FR,Paris,428,6.36
35.228.36.82,443,443,true,ARN,Europe,SE,Stockholm,336,6.29
34.88.56.88,443,443,true,FRA,Europe,DE,Frankfurt,395,6.07
34.88.56.88,443,443,true,CDG,Europe,FR,Paris,350,5.99
34.88.56.88,443,443,true,CDG,Europe,FR,Paris,345,5.75
34.123.83.237,443,443,true,ORD,North America,US,Chicago,332,5.44
35.189.99.124,443,443,true,LHR,Europe,GB,London,409,4.70
34.93.226.165,80,80,false,BOM,Asia Pacific,IN,Mumbai,61,0.00
35.200.202.118,80,80,false,BOM,Asia Pacific,IN,Mumbai,62,0.00
34.93.79.152,80,80,false,BOM,Asia Pacific,IN,Mumbai,70,0.00
34.111.135.19,80,80,false,SIN,Asia Pacific,SG,Singapore,77,0.00
35.185.140.186,80,80,false,TPE,Asia Pacific,TW,Taipei,78,0.00
34.93.226.165,80,80,false,BOM,Asia Pacific,IN,Mumbai,79,0.00
34.93.79.152,80,80,false,BOM,Asia Pacific,IN,Mumbai,84,0.00
34.49.1.210,80,80,false,SIN,Asia Pacific,SG,Singapore,84,0.00
34.160.118.77,80,80,false,SIN,Asia Pacific,SG,Singapore,89,0.00
35.200.202.118,80,80,false,BOM,Asia Pacific,IN,Mumbai,91,0.00
34.49.82.120,80,80,false,SIN,Asia Pacific,SG,Singapore,94,0.00
34.146.203.30,8080,80,false,NRT,Asia Pacific,JP,Tokyo,94,0.00
