IP地址,端口,回源端口,TLS,数据中心,地区,国家,城市,TCP延迟(ms),速度(MB/s)
96.0.148.106,80,80,false,MNL,Asia Pacific,PH,Manila,29,0.00
96.0.147.114,443,80,false,MNL,Asia Pacific,PH,Manila,30,0.00
96.0.147.142,80,80,false,MNL,Asia Pacific,PH,Manila,31,0.00
96.0.147.114,80,80,false,HKG,Asia Pacific,HK,Hong Kong,32,0.00
16.78.119.130,443,80,false,CGK,Asia Pacific,ID,Jakarta,32,0.00
54.251.118.130,2052,80,false,SIN,Asia Pacific,SG,Singapore,33,0.00
54.251.118.130,2082,80,false,SIN,Asia Pacific,SG,Singapore,35,0.00
54.251.118.130,2095,80,false,SIN,Asia Pacific,SG,Singapore,38,0.00
13.215.80.221,2083,80,false,SIN,Asia Pacific,SG,Singapore,40,0.00
54.251.118.130,2096,80,false,SIN,Asia Pacific,SG,Singapore,43,0.00
54.251.118.130,2086,80,false,SIN,Asia Pacific,SG,Singapore,44,0.00
13.215.211.239,8080,80,false,SIN,Asia Pacific,SG,Singapore,61,0.00
54.251.118.130,2083,80,false,SIN,Asia Pacific,SG,Singapore,67,0.00
54.251.118.130,2087,80,false,SIN,Asia Pacific,SG,Singapore,71,0.00
108.136.205.136,443,80,false,CGK,Asia Pacific,ID,Jakarta,77,0.00
16.162.177.179,2052,80,false,HKG,Asia Pacific,HK,Hong Kong,81,0.00
16.162.177.179,2086,80,false,HKG,Asia Pacific,HK,Hong Kong,82,0.00
13.215.80.221,2096,80,false,SIN,Asia Pacific,SG,Singapore,82,0.00
16.162.172.91,2082,80,false,HKG,Asia Pacific,HK,Hong Kong,83,0.00
13.215.80.221,2095,80,false,SIN,Asia Pacific,SG,Singapore,83,0.00
16.162.177.179,2095,80,false,HKG,Asia Pacific,HK,Hong Kong,87,0.00
16.162.172.91,2087,80,false,HKG,Asia Pacific,HK,Hong Kong,91,0.00
16.162.177.179,2096,80,false,HKG,Asia Pacific,HK,Hong Kong,92,0.00
16.162.177.179,2083,80,false,HKG,Asia Pacific,HK,Hong Kong,93,0.00
13.211.0.227,2052,80,false,SYD,Oceania,AU,Sydney,93,0.00
13.236.104.165,2095,80,false,SYD,Oceania,AU,Sydney,94,0.00
13.55.59.224,2095,80,false,SYD,Oceania,AU,Sydney,94,0.00
13.55.59.224,2086,80,false,SYD,Oceania,AU,Sydney,94,0.00
13.236.104.165,2096,80,false,SYD,Oceania,AU,Sydney,94,0.00
16.162.172.91,2096,80,false,HKG,Asia Pacific,HK,Hong Kong,94,0.00
54.252.91.41,2052,80,false,SYD,Oceania,AU,Sydney,95,0.00
13.237.94.188,2086,80,false,SYD,Oceania,AU,Sydney,95,0.00
13.54.173.154,2082,80,false,SYD,Oceania,AU,Sydney,95,0.00
13.211.0.227,2082,80,false,SYD,Oceania,AU,Sydney,96,0.00
54.252.91.41,2083,80,false,SYD,Oceania,AU,Sydney,97,0.00
16.162.172.91,2095,80,false,HKG,Asia Pacific,HK,Hong Kong,98,0.00
65.1.148.157,80,80,false,BOM,Asia Pacific,IN,Mumbai,98,0.00
13.215.80.221,2086,80,false,SIN,Asia Pacific,SG,Singapore,98,0.00
16.162.177.179,2082,80,false,HKG,Asia Pacific,HK,Hong Kong,99,0.00
13.54.173.154,2053,80,false,SYD,Oceania,AU,Sydney,101,0.00
13.211.0.227,2096,80,false,SYD,Oceania,AU,Sydney,103,0.00
16.162.172.91,2053,80,false,HKG,Asia Pacific,HK,Hong Kong,106,0.00
