IP地址,端口,回源端口,TLS,数据中心,地区,国家,城市,TCP延迟(ms),速度(MB/s)
20.33.30.36,2083,443,true,LAX,North America,US,Los Angeles,336,11.14
20.91.225.232,2053,443,true,ARN,Europe,SE,Stockholm,283,10.93
13.67.136.12,443,443,true,ORD,North America,US,Chicago,463,10.73
4.255.56.137,443,443,true,IAD,North America,US,Ashburn,419,10.24
20.121.115.188,443,443,true,IAD,North America,US,Ashburn,449,10.11
4.221.60.243,8443,443,true,JNB,Africa,ZA,Johannesburg,234,9.66
4.221.60.243,2053,443,true,JNB,Africa,ZA,Johannesburg,214,9.51
4.255.56.138,443,443,true,IAD,North America,US,Ashburn,342,9.41
20.127.201.36,443,443,true,IAD,North America,US,Ashburn,232,9.32
74.249.233.213,443,443,true,ORD,North America,US,Chicago,205,9.23
20.221.32.145,443,443,true,ORD,North America,US,Chicago,304,9.15
20.25.205.37,8443,443,true,ORD,North America,US,Chicago,269,8.70
48.217.34.120,443,443,true,IAD,North America,US,Ashburn,343,8.68
20.220.29.122,2053,443,true,YYZ,North America,CA,Toronto,285,8.62
20.25.205.37,2053,443,true,ORD,North America,US,Chicago,280,8.55
158.23.81.224,8443,443,true,DFW,North America,US,Dallas,263,8.51
158.23.168.120,443,443,true,DFW,North America,US,Dallas,223,8.30
20.36.131.211,443,443,true,IAD,North America,US,Ashburn,416,8.25
20.220.29.122,8443,443,true,YYZ,North America,CA,Toronto,426,8.21
20.62.202.159,443,443,true,IAD,North America,US,Ashburn,394,8.17
4.172.225.98,8443,443,true,YYZ,North America,CA,Toronto,286,8.16
137.116.91.147,8443,443,true,IAD,North America,US,Ashburn,408,8.12
20.151.60.161,8443,443,true,YYZ,North America,CA,Toronto,262,8.09
158.23.81.224,2053,443,true,DFW,North America,US,Dallas,272,8.08
20.84.117.28,443,443,true,IAD,North America,US,Ashburn,456,8.07
20.151.90.208,8443,443,true,YYZ,North America,CA,Toronto,405,8.06
172.191.74.198,443,443,true,IAD,North America,US,Ashburn,465,8.05
20.228.249.211,8443,443,true,IAD,North America,US,Ashburn,285,7.99
4.172.225.82,8443,443,true,YYZ,North America,CA,Toronto,306,7.94
13.68.186.91,443,443,true,IAD,North America,US,Ashburn,261,7.90
20.228.249.211,2053,443,true,IAD,North America,US,Ashburn,412,7.80
172.212.108.47,443,443,true,IAD,North America,US,Ashburn,406,7.76
40.123.41.147,8443,443,true,IAD,North America,US,Ashburn,499,7.71
20.151.238.192,8443,443,true,YYZ,North America,CA,Toronto,513,7.70
172.191.132.64,443,443,true,IAD,North America,US,Ashburn,454,7.65
40.79.73.114,8443,443,true,IAD,North America,US,Ashburn,231,7.54
20.246.127.166,443,443,true,IAD,North America,US,Ashburn,367,7.47
20.62.172.88,443,443,true,IAD,North America,US,Ashburn,474,7.44
40.87.50.39,443,443,true,IAD,North America,US,Ashburn,337,7.43
40.123.47.252,8443,443,true,IAD,North America,US,Ashburn,466,7.31
104.46.111.142,8443,443,true,IAD,North America,US,Ashburn,357,7.08
172.200.2.241,443,443,true,IAD,North America,US,Ashburn,246,7.01
172.177.248.69,8443,443,true,IAD,North America,US,Ashburn,640,6.90
172.174.249.255,443,443,true,IAD,North America,US,Ashburn,297,6.84
20.52.162.167,2053,443,true,FRA,Europe,DE,Frankfurt,415,6.81
20.109.23.42,443,443,true,IAD,North America,US,Ashburn,351,6.74
104.46.101.90,8443,443,true,IAD,North America,US,Ashburn,284,6.23
4.248.47.209,8443,443,true,YUL,North America,CA,Montréal,376,6.15
4.206.223.188,8443,443,true,YYZ,North America,CA,Toronto,292,6.12
4.239.248.70,8443,443,true,YYZ,North America,CA,Toronto,266,6.12
4.152.146.110,443,443,true,IAD,North America,US,Ashburn,324,5.88
20.52.162.167,8443,443,true,FRA,Europe,DE,Frankfurt,337,5.20
20.57.85.61,443,443,true,IAD,North America,US,Ashburn,375,5.15
20.74.223.241,443,443,true,ORD,North America,US,Chicago,562,3.96
191.235.86.71,2053,443,true,GRU,South America,BR,São Paulo,341,3.85
191.235.86.71,8443,443,true,GRU,South America,BR,São Paulo,458,3.34
20.200.127.8,8443,443,true,YYZ,North America,CA,Toronto,353,2.64
20.52.104.187,443,443,true,KIX,Asia Pacific,JP,Osaka,483,1.98
20.151.63.165,8443,443,true,YYZ,North America,CA,Toronto,325,1.34
20.220.204.217,443,443,true,YYZ,North America,CA,Toronto,331,0.08
20.204.43.57,80,443,false,BOM,Asia Pacific,IN,Mumbai,98,0.06
137.116.251.154,80,443,false,DUB,Europe,IE,Dublin,205,0.02
51.137.93.247,80,443,false,AMS,Europe,NL,Amsterdam,156,0.02
13.90.157.110,80,443,false,IAD,North America,US,Ashburn,259,0.02
52.226.76.91,80,443,false,IAD,North America,US,Ashburn,223,0.02
20.48.5.180,80,80,false,NRT,Asia Pacific,JP,Tokyo,72,0.00
4.213.40.54,80,80,false,BOM,Asia Pacific,IN,Mumbai,75,0.00
51.140.154.44,2086,2086,false,LHR,Europe,GB,London,151,0.00
13.95.193.125,80,443,false,AMS,Europe,NL,Amsterdam,156,0.00
51.141.162.228,80,80,false,SEA,North America,US,Seattle,161,0.00
104.40.244.228,80,80,false,AMS,Europe,NL,Amsterdam,167,0.00
51.140.44.206,2086,2086,false,LHR,Europe,GB,London,177,0.00
51.143.162.160,80,80,false,LHR,Europe,GB,London,180,0.00
40.66.63.160,80,80,false,CDG,Europe,FR,Paris,196,0.00
51.140.191.188,2086,2086,false,LHR,Europe,GB,London,206,0.00
20.58.24.221,2086,2086,false,LHR,Europe,GB,London,209,0.00
20.223.196.107,80,80,false,DUB,Europe,IE,Dublin,210,0.00
4.255.56.137,80,80,false,IAD,North America,US,Ashburn,224,0.00
4.255.56.138,80,80,false,IAD,North America,US,Ashburn,226,0.00
20.83.163.41,80,80,false,IAD,North America,US,Ashburn,227,0.00
172.174.249.255,80,80,false,IAD,North America,US,Ashburn,231,0.00
104.40.244.228,443,443,true,AMS,Europe,NL,Amsterdam,235,0.00
172.190.86.150,80,80,false,IAD,North America,US,Ashburn,235,0.00
51.145.10.26,80,8080,false,LHR,Europe,GB,London,238,0.00
20.119.73.200,80,80,false,IAD,North America,US,Ashburn,267,0.00
