IP地址,端口,回源端口,TLS,数据中心,地区,国家,城市,TCP延迟(ms),速度(MB/s)
13.213.18.11,443,443,true,SIN,Asia Pacific,SG,Singapore,267,9.97
3.78.24.246,8443,443,true,FRA,Europe,DE,Frankfurt,399,9.96
13.38.80.33,443,443,true,CDG,Europe,FR,Paris,307,9.90
13.51.55.31,443,443,true,ARN,Europe,SE,Stockholm,188,9.84
13.38.46.178,443,443,true,CDG,Europe,FR,Paris,289,9.76
13.38.35.6,443,443,true,CDG,Europe,FR,Paris,262,9.68
13.229.226.206,443,443,true,SIN,Asia Pacific,SG,Singapore,251,9.66
13.50.173.22,8443,443,true,ARN,Europe,SE,Stockholm,266,9.59
54.203.123.9,443,443,true,SEA,North America,US,Seattle,383,9.44
13.53.81.150,2083,443,true,ARN,Europe,SE,Stockholm,185,9.41
13.48.175.183,2053,443,true,ARN,Europe,SE,Stockholm,307,9.40
44.227.209.152,443,443,true,PDX,North America,US,Portland,218,9.31
52.36.203.225,8443,443,true,SEA,North America,US,Seattle,299,9.30
52.36.201.175,8443,443,true,SEA,North America,US,Seattle,300,9.30
54.191.159.184,443,443,true,SEA,North America,US,Seattle,282,9.20
13.39.169.197,443,443,true,CDG,Europe,FR,Paris,298,9.19
44.227.78.80,443,443,true,SEA,North America,US,Seattle,274,9.17
13.53.243.162,8443,443,true,AMS,Europe,NL,Amsterdam,212,9.15
44.244.4.127,8443,443,true,SEA,North America,US,Seattle,238,9.15
3.77.238.210,8080,443,true,FRA,Europe,DE,Frankfurt,287,9.13
54.218.102.125,443,443,true,SEA,North America,US,Seattle,279,9.08
52.12.76.35,8443,443,true,SEA,North America,US,Seattle,445,8.97
44.243.125.150,8443,443,true,SEA,North America,US,Seattle,275,8.94
54.191.126.7,443,443,true,SEA,North America,US,Seattle,247,8.92
54.218.119.106,443,443,true,SEA,North America,US,Seattle,281,8.83
54.218.120.34,8443,443,true,SEA,North America,US,Seattle,237,8.71
13.212.143.132,443,443,true,SIN,Asia Pacific,SG,Singapore,277,8.60
13.56.139.126,80,443,true,SJC,North America,US,San Jose,335,8.55
13.56.14.114,80,443,true,SJC,North America,US,San Jose,370,8.55
54.153.96.188,80,443,true,SJC,North America,US,San Jose,304,8.54
13.39.169.197,2053,443,true,CDG,Europe,FR,Paris,195,8.49
52.77.215.245,443,443,true,SIN,Asia Pacific,SG,Singapore,262,8.49
52.12.114.171,8443,443,true,SEA,North America,US,Seattle,342,8.35
54.218.85.255,443,443,true,SEA,North America,US,Seattle,270,8.35
13.56.210.252,80,443,true,SJC,North America,US,San Jose,340,8.28
13.38.109.110,443,443,true,CDG,Europe,FR,Paris,322,8.23
54.218.12.196,443,443,true,SEA,North America,US,Seattle,289,8.20
13.38.43.5,443,443,true,CDG,Europe,FR,Paris,313,8.13
13.212.89.68,443,443,true,SIN,Asia Pacific,SG,Singapore,286,8.12
13.56.81.55,80,443,true,SJC,North America,US,San Jose,376,8.02
13.250.27.223,443,443,true,SIN,Asia Pacific,SG,Singapore,316,7.77
13.48.245.19,443,443,true,ARN,Europe,SE,Stockholm,265,7.74
13.38.24.61,443,443,true,CDG,Europe,FR,Paris,234,7.71
13.37.239.188,443,443,true,CDG,Europe,FR,Paris,229,7.58
13.39.162.165,443,443,true,CDG,Europe,FR,Paris,249,7.53
54.203.85.46,80,443,true,SEA,North America,US,Seattle,325,7.49
54.203.85.46,443,443,true,SEA,North America,US,Seattle,275,7.48
3.68.95.61,443,443,true,FRA,Europe,DE,Frankfurt,255,7.43
13.38.30.61,443,443,true,CDG,Europe,FR,Paris,237,7.37
15.156.60.148,443,443,true,YUL,North America,CA,Montréal,255,7.35
3.96.219.131,443,443,true,YUL,North America,CA,Montréal,305,7.31
3.96.219.120,443,443,true,YUL,North America,CA,Montréal,284,7.29
3.97.113.49,443,443,true,YUL,North America,CA,Montréal,362,7.27
15.156.69.230,443,443,true,YUL,North America,CA,Montréal,253,7.25
3.96.156.109,443,443,true,YUL,North America,CA,Montréal,334,6.96
3.96.170.235,443,443,true,YUL,North America,CA,Montréal,269,6.85
13.36.243.197,443,443,true,CDG,Europe,FR,Paris,233,6.68
54.153.85.10,80,443,true,SJC,North America,US,San Jose,363,6.58
13.250.14.76,443,443,true,SIN,Asia Pacific,SG,Singapore,229,6.36
13.212.176.159,443,443,true,SIN,Asia Pacific,SG,Singapore,279,6.36
13.212.139.5,443,443,true,SIN,Asia Pacific,SG,Singapore,283,6.34
3.69.24.91,443,443,true,FRA,Europe,DE,Frankfurt,311,6.29
3.97.115.216,443,443,true,YUL,North America,CA,Montréal,262,6.15
44.244.99.122,443,443,true,SEA,North America,US,Seattle,241,5.36
13.250.6.24,443,443,true,SIN,Asia Pacific,SG,Singapore,261,3.44
52.77.225.200,443,443,true,SIN,Asia Pacific,SG,Singapore,56,3.32
3.68.106.225,443,443,true,FRA,Europe,DE,Frankfurt,274,3.31
44.243.166.18,443,443,true,SEA,North America,US,Seattle,322,3.22
3.96.221.73,443,443,false,YUL,North America,CA,Montréal,251,3.13
52.77.255.219,443,443,true,SIN,Asia Pacific,SG,Singapore,205,3.08
13.38.81.83,443,443,true,CDG,Europe,FR,Paris,272,2.75
44.226.147.29,443,443,true,SEA,North America,US,Seattle,252,2.34
13.233.5.49,443,443,true,BOM,Asia Pacific,IN,Mumbai,267,2.27
54.179.87.8,443,443,true,SIN,Asia Pacific,SG,Singapore,271,2.03
43.206.192.211,443,443,true,NRT,Asia Pacific,JP,Tokyo,279,1.85
54.248.121.219,443,443,true,NRT,Asia Pacific,JP,Tokyo,375,1.53
44.244.68.38,443,443,true,SEA,North America,US,Seattle,353,1.05
52.12.63.163,443,443,true,SEA,North America,US,Seattle,380,1.04
13.38.27.135,443,443,true,CDG,Europe,FR,Paris,273,0.74
44.244.225.247,443,443,true,SEA,North America,US,Seattle,249,0.66
44.244.92.159,443,443,true,SEA,North America,US,Seattle,226,0.65
44.244.78.84,443,443,true,SEA,North America,US,Seattle,231,0.65
44.243.63.217,443,443,true,SEA,North America,US,Seattle,297,0.63
44.244.164.148,443,443,true,SEA,North America,US,Seattle,276,0.51
44.243.178.160,443,443,true,SEA,North America,US,Seattle,249,0.43
3.97.114.115,443,443,true,YUL,North America,CA,Montréal,253,0.41
3.79.117.14,443,443,true,FRA,Europe,DE,Frankfurt,314,0.41
13.39.233.156,443,443,true,CDG,Europe,FR,Paris,290,0.38
13.39.159.234,443,443,true,CDG,Europe,FR,Paris,300,0.34
3.72.48.158,443,443,true,FRA,Europe,DE,Frankfurt,233,0.30
44.244.202.80,443,443,true,SEA,North America,US,Seattle,245,0.30
44.243.191.28,443,443,true,SEA,North America,US,Seattle,318,0.29
44.243.173.65,443,443,true,SEA,North America,US,Seattle,280,0.29
44.244.200.246,443,443,true,SEA,North America,US,Seattle,258,0.28
44.243.182.123,443,443,true,SEA,North America,US,Seattle,226,0.28
44.243.72.173,443,443,true,SEA,North America,US,Seattle,274,0.28
44.244.202.205,443,443,true,SEA,North America,US,Seattle,311,0.28
44.244.43.52,443,443,true,SEA,North America,US,Seattle,237,0.28
